Provider Number,Hospital Name,Address 1,Address 2,Address 3,City,State,ZIP Code,County Name,Phone Number,Death from serious treatable complications after surgery,Footnote - Death from serious treatable complications after surgery,Collapsed lung due to medical treatment,Footnote - Collapsed lung due to medical treatment,Serious blood clots after surgery,Footnote - Serious blood clots after surgery,A wound that splits open after surgery,Footnote - A wound that splits open after surgery,Accidental cuts and tears from medical treatment,Footnote - Accidental cuts and tears from medical treatment,Serious Complications,Footnote - Serious Complications,Number of Patients - Death from serious treatable complications after surgery,Rate - Death from serious treatable complications after surgery,Lower Estimate - Death from serious treatable complications after surgery,Higher Estimate - Death from serious treatable complications after surgery,Number of Patients - Collapsed lung due to medical treatment,Rate - Collapsed lung due to medical treatment,Lower Estimate - Collapsed lung due to medical treatment,Higher Estimate - Collapsed lung due to medical treatment,Number of Patients - Serious blood clots after surgery,Rate - Serious blood clots after surgery,Lower Estimate - Serious blood clots after surgery,Higher Estimate - Serious blood clots after surgery,Number of Patients - A wound that splits open after surgery,Rate - A wound that splits open after surgery,Lower Estimate - A wound that splits open after surgery,Higher Estimate - A wound that splits open after surgery,Number of Patients - Accidental cuts and tears from medical treatment,Rate - Accidental cuts and tears from medical treatment,Lower Estimate - Accidental cuts and tears from medical treatment,Higher Estimate - Accidental cuts and tears from medical treatment,Number of Patients - Serious Complications,Rate - Serious Complications,Lower Estimate - Serious Complications,Higher Estimate - Serious Complications
450702,LONGVIEW REGIONAL MEDICAL CENTER,2901 N FOURTH ST,,,LONGVIEW,TX,75605,GREGG,9037581818,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,72,114.89,71.03,158.75,4365,0.51,0.20,0.82,1902,3.40,0.64,6.16,145,1.43,0.00,3.29,4439,2.85,1.62,4.08,Not Available,Not Available,Not Available,Not Available
341304,VIDANT BERTIE  HOSPITAL,1403 SOUTH KINGS STREET,,,WINDSOR,NC,27983,BERTIE,2527946600,Not Available,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Available,No data are available from the hospital for this measure.,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Not Available,Not Available,Not Available
210060,FORT WASHINGTON HOSPITAL,11711 LIVINGSTON ROAD,,,FORT WASHINGTON,MD,20744,PRINCE GEORGES,3012927000,Not Available,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Available,No data are available from the hospital for this measure.,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Not Available,Not Available,Not Available
420011,CANNON MEMORIAL HOSPITAL,123 MEDICAL PARK DRIVE PO BOX 188,,,PICKENS,SC,29671,PICKENS,8648784791,Number of Cases Too Small,Medicare requires hospitals to have at least 25 qualifying cases to have their results reported. This hospital had less than 25 cases.,No Different than U.S. National Rate,,No Different than U.S. National Rate,,Number of Cases Too Small*,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,3,Not Available,Not Available,Not Available,993,0.31,0.00,0.72,104,5.35,0.51,10.19,20,Not Applicable,Not Applicable,Not Applicable,1030,1.61,0.00,3.75,Not Available,Not Available,Not Available,Not Available
300017,PARKLAND MEDICAL CENTER,1 PARKLAND DRIVE,,,DERRY,NH,03038,ROCKINGHAM,6034212100,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,31,124.80,77.58,172.02,3104,0.24,0.00,0.61,465,5.17,1.27,9.07,111,0.67,0.00,2.61,3234,2.07,0.50,3.64,Not Available,Not Available,Not Available,Not Available
170199,MINIMALLY INVASIVE SURGERY HOSPITAL,11217 LAKEVIEW AVENUE,,,LENEXA,KS,66219,JOHNSON,9133227401,Not Available,No data are available from the hospital for this measure.,Number of Cases Too Small*,,No Different than U.S. National Rate,,Not Applicable,No data are available from the hospital for this measure.,No Different than U.S. National Rate,,No Different than U.S. National Rate,,Not Available,Not Available,Not Available,Not Available,19,Not Applicable,Not Applicable,Not Applicable,125,4.52,0.00,9.60,Not Applicable,Not Applicable,Not Applicable,Not Applicable,125,1.74,0.00,3.95,Not Available,Not Available,Not Available,Not Available
380089,LEGACY MERIDIAN PARK MEDICAL CENTER,19300 SW 65TH AVENUE,,,TUALATIN,OR,97062,WASHINGTON,5036922182,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,36,116.56,70.15,162.97,4174,0.28,0.00,0.61,1396,2.78,0.00,5.62,184,1.30,0.00,3.06,4111,2.17,0.84,3.50,Not Available,Not Available,Not Available,Not Available
440008,HENDERSON COUNTY COMMUNITY HOSPITAL,200 W CHURCH ST,,,LEXINGTON,TN,38351,HENDERSON,7319681801,Number of Cases Too Small,Medicare requires hospitals to have at least 25 qualifying cases to have their results reported. This hospital had less than 25 cases.,No Different than U.S. National Rate,,No Different than U.S. National Rate,,Number of Cases Too Small*,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,3,Not Available,Not Available,Not Available,1737,0.31,0.00,0.72,47,4.47,0.00,9.53,16,Not Applicable,Not Applicable,Not Applicable,1783,2.49,0.35,4.63,Not Available,Not Available,Not Available,Not Available
170198,SUMMIT SURGICAL LLC,1818 EAST 23RD AVENUE,,,HUTCHINSON,KS,67502,RENO,6206626000,Not Available,No data are available from the hospital for this measure.,No Different than U.S. National Rate,,No Different than U.S. National Rate,,Number of Cases Too Small*,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,Not Available,Not Available,Not Available,Not Available,225,0.34,0.00,0.77,226,3.60,0.00,8.13,5,Not Applicable,Not Applicable,Not Applicable,226,1.90,0.00,4.21,Not Available,Not Available,Not Available,Not Available
490038,SMYTH COUNTY COMMUNITY HOSPITAL,245 MEDICAL PARK DRIVE,,,MARION,VA,24354,SMYTH,2763781000,Number of Cases Too Small,Medicare requires hospitals to have at least 25 qualifying cases to have their results reported. This hospital had less than 25 cases.,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,20,Not Available,Not Available,Not Available,2154,0.38,0.00,0.77,324,3.04,0.00,7.21,62,0.75,0.00,2.79,2219,2.44,0.62,4.26,Not Available,Not Available,Not Available,Not Available
281327,COZAD COMMUNITY HOSPITAL,"P O BOX 108, 300 EAST 12TH ST",,,COZAD,NE,69130,DAWSON,3087842261,Not Available,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Available,No data are available from the hospital for this measure.,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Not Available,Not Available,Not Available
150023,UNION HOSPITAL INC,1606 N SEVENTH ST,,,TERRE HAUTE,IN,47804,VIGO,8122387606,No Different than U.S. National Rate,,No Different than U.S. National Rate,,Better than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,Better than U.S. National Rate,,204,131.20,100.86,161.54,15374,0.43,0.19,0.67,4310,2.71,0.85,4.57,524,1.29,0.00,2.70,16196,1.29,0.47,2.11,Not Available,Not Available,Not Available,Not Available
240036,ST CLOUD HOSPITAL,1406 6TH AVE NORTH,,,SAINT CLOUD,MN,56303,STEARNS,3202512700,No Different than U.S. National Rate,,Worse than U.S. National Rate,,Better than U.S. National Rate,,No Different than U.S. National Rate,,Worse than U.S. National Rate,,No Different than U.S. National Rate,,236,89.10,59.66,118.54,20255,0.64,0.44,0.84,7783,2.24,0.89,3.59,700,1.31,0.09,2.53,20847,2.79,2.14,3.44,Not Available,Not Available,Not Available,Not Available
52004F,MADISON VA MEDICAL CENTER,2500 OVERLOOK TERRACE,,,MADISON                       ,WI,53705,DANE,6082561901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230105,MCLAREN - NORTHERN MICHIGAN,416 CONNABLE AVE,,,PETOSKEY,MI,49770,EMMET,2314874000,No Different than U.S. National Rate,,Worse than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,103,117.68,79.97,155.39,8229,0.94,0.69,1.19,3830,4.22,2.40,6.04,434,0.37,0.00,1.80,8609,2.49,1.63,3.35,Not Available,Not Available,Not Available,Not Available
431306,PLATTE HEALTH CENTER - CRITICAL ACCESS HOSPITAL,601 E 7TH ST  PO BOX 200,,,PLATTE,SD,57369,CHARLES MIX,6053373364,Not Available,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Available,No data are available from the hospital for this measure.,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Not Available,Not Available,Not Available
450154,VAL VERDE REGIONAL MEDICAL CENTER,801 BEDELL AVE,,,DEL RIO,TX,78840,VAL VERDE,8307758566,Number of Cases Too Small,Medicare requires hospitals to have at least 25 qualifying cases to have their results reported. This hospital had less than 25 cases.,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,13,Not Available,Not Available,Not Available,2330,0.26,0.00,0.63,445,3.44,0.00,7.30,58,0.80,0.00,2.92,2375,2.00,0.24,3.76,Not Available,Not Available,Not Available,Not Available
230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,,,DETROIT,MI,48202,WAYNE,3139162600,No Different than U.S. National Rate,,Worse than U.S. National Rate,,Worse than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,Worse than U.S. National Rate,,382,129.79,105.74,153.84,27764,0.72,0.52,0.92,7480,10.53,9.20,11.86,1152,0.20,0.00,1.26,29185,2.17,1.60,2.74,Not Available,Not Available,Not Available,Not Available
061324,ASPEN VALLEY HOSPITAL,0401 CASTLE CREEK ROAD,,,ASPEN,CO,81611,PITKIN,9705441261,Not Available,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Available,No data are available from the hospital for this measure.,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Not Available,Not Available,Not Available
110025,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,2415 PARKWOOD DRIVE,,,BRUNSWICK,GA,31520,GLYNN,9124667000,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,Worse than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,58,121.82,77.01,166.63,8240,0.35,0.06,0.64,2225,4.91,2.50,7.32,257,3.68,2.03,5.33,8485,1.18,0.04,2.32,Not Available,Not Available,Not Available,Not Available
231326,CLINTON MEMORIAL HOSPITAL,805 S OAKLAND,,,SAINT JOHNS,MI,48879,CLINTON,9892246881,Not Available,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Available,No data are available from the hospital for this measure.,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Not Available,Not Available,Not Available
360144,SOUTH POINTE HOSPITAL,20000 HARVARD ROAD,,,WARRENSVILLE HEIGHTS,OH,44122,CUYAHOGA,2164916000,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,45,95.05,53.56,136.54,8341,0.46,0.17,0.75,1044,4.23,1.51,6.95,139,1.31,0.00,3.09,8559,2.52,1.30,3.74,Not Available,Not Available,Not Available,Not Available
050030,OROVILLE HOSPITAL,2767 OLIVE HIGHWAY,,,OROVILLE,CA,95966,BUTTE,5305338500,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,49,141.70,99.42,183.98,7837,0.20,0.00,0.49,1015,3.58,0.58,6.58,161,1.27,0.00,3.01,8050,0.87,0.00,2.12,Not Available,Not Available,Not Available,Not Available
220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,,,BOSTON,MA,02115,SUFFOLK,6177325500,No Different than U.S. National Rate,,No Different than U.S. National Rate,,Worse than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,Worse than U.S. National Rate,,693,108.39,90.24,126.54,24584,0.44,0.26,0.62,12910,6.70,5.74,7.66,1882,0.50,0.00,1.38,28137,2.05,1.60,2.50,Not Available,Not Available,Not Available,Not Available
161330,AUDUBON COUNTY MEMORIAL HOSPITAL,515 PACIFIC STREET,,,AUDUBON,IA,50025,AUDUBON,7125632611,Not Available,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,Not Available,No data are available from the hospital for this measure.,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Not Available,Not Available,Not Available
670019,UNIVERSITY GENERAL HOSPITAL,7501 FANNIN,,,HOUSTON,TX,77054,HARRIS,7136523800,Number of Cases Too Small,Medicare requires hospitals to have at least 25 qualifying cases to have their results reported. This hospital had less than 25 cases.,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,19,Not Available,Not Available,Not Available,1359,0.30,0.00,0.71,550,3.77,0.00,7.83,31,0.88,0.00,3.11,1331,1.93,0.05,3.81,Not Available,Not Available,Not Available,Not Available
